,treatments_count,rating,reviews,is_prescription_only,number_side_effects,price,months_since_approval,name,dosage_form,date_of_approval,route_of_administration,abuse,treatments_count_T,rating_T,reviews_T,number_side_effects_T,price_T,months_since_approval_T,months_rating_reviews_kmeans,months_effects_kmeans
10,6.0,6.9,45.0,1.0,40.0,568.8100000000004,172.84599589322383,Actemra,Injection,"January 8, 2010",Parenteral,0,0.3125,0.6516853932584271,0.03775510204081633,0.4482758620689655,0.0009185796970826576,0.6507877434561469,2,2
11,1.0,5.86,103.4,0.0,7.0,1058.29,225.741273100616,Actonel with Calcium,,"August 12, 2005",Other,0,0.0,0.5348314606741574,0.09734693877551022,0.06896551724137931,0.0017174184465328106,0.850514824463466,0,1
12,2.0,5.86,90.19999999999999,1.0,7.0,1058.29,225.18275154004107,ACTOplus met,Tablets,"August 29, 2005",Oral,0,0.0625,0.5348314606741574,0.08387755102040816,0.06896551724137931,0.0017174184465328106,0.8484059049745689,0,1
13,1.0,6.58,90.0,1.0,7.0,361.4499999999998,178.4312114989733,Acuvail,Ophthalmic Solution,"July 22, 2009",Ophthalmic,0,0.0,0.6157303370786518,0.0836734693877551,0.06896551724137931,0.0005801650466659208,0.6718769383451185,2,1
14,3.0,6.7,302.8,1.0,2.0,1058.29,227.81108829568785,Adacel,,"June 10, 2005",Other,0,0.125,0.6292134831460675,0.3008163265306123,0.011494252873563218,0.0017174184465328106,0.8583302319811437,0,1
15,2.0,5.58,247.0,1.0,9.0,2592.45,54.63655030800821,Adakveo,Injection,"November 15, 2019",Parenteral,0,0.0625,0.503370786516854,0.2438775510204082,0.09195402298850575,0.0042211907270273095,0.20444113633544223,4,0
16,3.0,6.6,438.4,1.0,1.0,766.3999999999996,137.42915811088295,Adasuve,Inhalation Powder  - formerly AZ-004,"December 21, 2012",Inhalation,0,0.125,0.6179775280898877,0.4391836734693878,0.0,0.0012410495600062813,0.5170574370425505,3,3
17,1.0,7.5,23.599999999999994,1.0,13.0,2030.7500000000005,29.240246406570847,Adbry,Injection,"December 27, 2021",Parenteral,0,0.0,0.7191011235955057,0.015918367346938772,0.13793103448275862,0.003304487847305665,0.1085473266344126,1,0
18,3.0,7.0,298.4,1.0,42.0,11910.51,153.52772073921972,Adcetris,Injection,"August 19, 2011",Parenteral,0,0.125,0.6629213483146068,0.2963265306122449,0.47126436781609193,0.019428405317412,0.5778439399578216,2,2
19,1.0,7.7,96.79999999999998,1.0,22.0,4400.51,180.435318275154,Adcirca,Tablets,"May 22, 2009",Oral,0,0.0,0.7415730337078653,0.09061224489795917,0.24137931034482762,0.00717197194246174,0.6794442376876317,2,1
20,1.0,3.8,68.0,1.0,6.0,882.4399999999996,105.56057494866529,Addyi,Tablets,"August 18, 2015",Oral,0,0.0,0.30337078651685395,0.061224489795918366,0.05747126436781609,0.0014304285918077763,0.3967249720878303,4,3
21,1.0,4.98,84.39999999999999,1.0,4.0,1466.21,127.86858316221766,Adempas,Tablets,"October 8, 2013",Oral,0,0.0,0.43595505617977537,0.07795918367346939,0.034482758620689655,0.002383150044709869,0.4809576975561345,4,3
22,1.0,6.9,60.2,1.0,1.0,483.35000000000036,26.809034907597535,Adlarity,Transdermal System,"March 11, 2022",Transdermal,0,0.0,0.6516853932584271,0.05326530612244899,0.0,0.0007791076869330904,0.09936732415333084,1,0
23,2.0,6.38,185.8,1.0,3.0,724.0,94.25872689938399,Adlyxin,Injection,"July 27, 2016",Parenteral,0,0.0625,0.5932584269662922,0.18142857142857144,0.022988505747126436,0.0011718521199133537,0.3540503659595584,4,3
24,1.0,7.06,155.2,1.0,14.0,5132.5,188.48459958932239,AdreView,Injection,"September 19, 2008",Parenteral,0,0.0,0.6696629213483146,0.15020408163265309,0.14942528735632182,0.008366590672971706,0.7098374891452673,0,1
25,1.0,7.38,171.2,1.0,7.0,60000.0,17.609856262833674,Adstiladrin,Suspension for Intravesical Use,"December 16, 2022",Parenteral,0,0.0,0.70561797752809,0.16653061224489796,0.06896551724137931,0.09791117898190425,0.0646321796303188,1,0
26,1.0,5.140000000000001,112.4,0.0,16.0,514.3100000000004,35.909650924024646,Aduhelm,Injection,"June 7, 2021",Parenteral,0,0.0,0.453932584269663,0.10653061224489797,0.1724137931034483,0.0008296348743217003,0.13373030641359634,4,0
27,1.0,6.14,38.8,1.0,1.0,11.5,250.34907597535934,Advate,Injectable,"July 25, 2003",Parenteral,0,0.0,0.5662921348314607,0.03142857142857143,0.0,9.041363634783489e-06,0.9434313360625233,0,1
28,1.0,7.859999999999999,115.6,1.0,12.0,12.960000000000036,6.833675564681727,Adzynma,Lyophilized Powder for Injection,"November 9, 2023",Parenteral,0,0.0,0.7595505617977528,0.10979591836734694,0.12643678160919541,1.1424105675719285e-05,0.023942438903361857,1,0
29,3.0,5.4,20.0,1.0,17.0,18803.24,182.17659137577002,Afinitor,Tablets,"March 30, 2009",Oral,0,0.125,0.4831460674157304,0.012244897959183675,0.1839080459770115,0.03067744473372637,0.6860191043294877,0,1
30,1.0,8.08,29.0,1.0,2.0,170.25,200.2135523613963,Afluria,Injection,"September 28, 2007",Parenteral,0,0.0,0.7842696629213485,0.02142857142857143,0.011494252873563218,0.00026812376020913153,0.7541247984121077,0,1
31,4.0,5.5,36.000000000000014,1.0,19.0,484.3699999999999,119.26078028747433,Afrezza,Inhalation Powder  - formerly Afresa,"June 27, 2014",Inhalation,0,0.1875,0.4943820224719102,0.028571428571428588,0.20689655172413796,0.0007807723423315516,0.4484555266096018,4,3
32,1.0,7.5600000000000005,156.4,1.0,5.0,10013.0,7.293634496919921,Agamree,Oral Suspension,"October 26, 2023",Oral,0,0.0,0.7258426966292136,0.15142857142857147,0.04597701149425287,0.016331640351592843,0.025679196129512465,1,0
33,1.0,8.0,43.39999999999999,0.0,2.0,1058.29,174.2258726899384,Agriflu,Injection,"November 27, 2009",Parenteral,0,0.0,0.7752808988764046,0.03612244897959183,0.011494252873563218,0.0017174184465328106,0.6559980151345987,2,1
34,1.0,5.0,613.0,1.0,1.0,802.0100000000002,72.60780287474333,Aimovig,Injection,"May 17, 2018",Parenteral,0,0.0,0.4382022471910113,0.6173469387755103,0.0,0.0012991656175937627,0.2722987222428979,3,0
35,1.0,7.7,82.8,1.0,2.0,509.6800000000003,16.78850102669405,Airsupra,Inhalation Aerosol,"January 10, 2023",Inhalation,0,0.0,0.7415730337078653,0.0763265306122449,0.011494252873563218,0.0008220786444247601,0.06153082744076417,1,0
36,1.0,5.4,324.0,1.0,10.0,781.5199999999995,68.66529774127311,Ajovy,Injection,"September 14, 2018",Parenteral,0,0.0,0.4831460674157304,0.32244897959183677,0.10344827586206896,0.0012657256282658346,0.2574122317330356,4,0
37,1.0,7.58,32.40000000000002,1.0,36.0,19753.25,9.790554414784395,Akeega,Tablets,"August 11, 2023",Oral,0,0.0,0.7280898876404496,0.02489795918367349,0.40229885057471265,0.0322278753955821,0.035107306785758574,1,2
38,1.0,7.02,135.8,1.0,1.0,751.9700000000003,56.016427104722794,Aklief,Topical Cream,"October 4, 2019",Topical,0,0.0,0.6651685393258427,0.13040816326530613,0.0,0.0012174995821633353,0.20965140801389406,1,0
39,1.0,6.58,34.8,1.0,8.0,34.100000000000364,187.89322381930185,Akten,Ophthalmic Gel,"October 7, 2008",Topical,0,0.0,0.6157303370786518,0.027346938775510206,0.08045977011494253,4.592490481639206e-05,0.707604515568788,0,1
40,2.0,6.1,62.60000000000001,1.0,11.0,736.1800000000003,115.81108829568788,Akynzeo,Capsules,"October 10, 2014",Oral,0,0.0625,0.5617977528089888,0.05571428571428573,0.1149425287356322,0.0011917300637891057,0.4354298474134723,4,3
41,1.0,6.26,36.80000000000001,1.0,38.0,1136.8000000000002,253.17453798767968,Aldurazyme,,"April 30, 2003",Other,0,0.0,0.5797752808988764,0.02938775510204083,0.4252873563218391,0.0018455479517614855,0.9540999875945912,0,1
42,1.0,6.82,30.39999999999999,1.0,20.0,19530.95,101.782340862423,Alecensa,Capsules,"December 11, 2015",Oral,0,0.0,0.6426966292134833,0.02285714285714285,0.21839080459770116,0.03186507843962318,0.382458752015879,4,3
43,2.0,6.8,40.0,0.0,27.0,1058.29,124.58316221765914,Aleve PM,Caplets,"January 16, 2014",Oral,0,0.0625,0.6404494382022473,0.0326530612244898,0.2988505747126437,0.0017174184465328106,0.46855228879791594,2,3
44,2.0,6.66,160.6,1.0,21.0,860.96,243.97535934291582,Alimta,Injection,"February 4, 2004",Parenteral,0,0.0625,0.6247191011235956,0.15571428571428575,0.22988505747126436,0.001395372907534284,0.9193648430715793,0,1
45,1.0,7.26,57.2,0.0,38.0,5541.54,80.65708418891171,Aliqopa,Injection,"September 14, 2017",Parenteral,0,0.0,0.6921348314606742,0.050204081632653066,0.4252873563218391,0.00903415012805688,0.30269197370053347,1,2
46,2.0,6.1,34.999999999999986,0.0,1.0,1058.29,235.49897330595482,Allegra-D 24 Hour,,"October 19, 2004",Other,0,0.0625,0.5617977528089888,0.027551020408163256,0.0,0.0017174184465328106,0.8873588884753753,0,1
47,1.0,5.54,26.80000000000001,0.0,8.0,1058.29,184.870636550308,AllerNaze,Nasal Spray  - formerly AllerNase,"January 7, 2009",Parenteral,0,0.0,0.4988764044943821,0.01918367346938777,0.08045977011494253,0.0017174184465328106,0.6961915395112269,0,1
48,1.0,6.1,118.0,0.0,24.0,55.81999999999971,207.86858316221765,Alli,60 mg Capsules,"February 7, 2007",Oral,0,0.0,0.5617977528089888,0.11224489795918369,0.26436781609195403,8.13722727130514e-05,0.7830294008187569,0,1
49,2.0,5.8,56.0,1.0,10.0,62.149999999999636,250.34907597535934,Aloxi,Injection,"July 25, 2003",Parenteral,0,0.0625,0.5280898876404495,0.0489795918367347,0.10344827586206896,9.170292827409457e-05,0.9434313360625233,0,1
50,2.0,7.04,70.8,0.0,2.0,215.3800000000001,167.19507186858317,Alsuma,Injection,"June 29, 2010",Parenteral,0,0.0625,0.6674157303370788,0.06408163265306123,0.011494252873563218,0.0003417766015155905,0.6294504403920109,2,3
51,1.0,8.4,11.0,1.0,2.0,389.7399999999998,205.76591375770022,Altabax,Ointment,"April 12, 2007",Topical,0,0.0,0.8202247191011237,0.0030612244897959186,0.011494252873563218,0.000626334753746792,0.7750899392134971,0,1
52,1.0,7.74,62.0,1.0,1.0,15.039999999999964,15.375770020533892,Altuviiio,Lyophilized Powder for Injection,"February 22, 2023",Parenteral,0,0.0,0.7460674157303372,0.05510204081632654,0.0,1.4818697076504323e-05,0.056196501674730205,1,0
53,1.0,6.56,80.99999999999999,1.0,48.0,20849.419999999995,85.22381930184805,Alunbrig,Tablets,"April 28, 2017",Oral,0,0.0,0.6134831460674157,0.07448979591836734,0.5402298850574713,0.03401684138394683,0.3199354918744573,4,2
54,1.0,7.2,30.0,1.0,17.0,298.2399999999998,196.79671457905545,Alvesco,Inhalation Aerosol,"January 10, 2008",Inhalation,0,0.0,0.6853932584269664,0.022448979591836737,0.1839080459770115,0.00047700537241417563,0.7412231733035604,0,1
55,1.0,7.859999999999999,115.6,1.0,12.0,1058.29,5.650924024640659,Alyglo,Liquid for Intravenous Injection,"December 15, 2023",Parenteral,0,0.0,0.7595505617977528,0.10979591836734694,0.12643678160919541,0.0017174184465328106,0.01947649175040317,1,0
56,1.0,6.5,138.4,0.0,6.0,1058.29,256.13141683778235,Amevive,,"January 30, 2003",Other,0,0.0,0.6067415730337079,0.13306122448979596,0.05747126436781609,0.0017174184465328106,0.965264855476988,0,1
57,3.0,5.6,270.0,1.0,5.0,400.2699999999995,220.09034907597535,Amitiza,Capsules,"January 31, 2006",Oral,0,0.125,0.5056179775280899,0.26734693877551025,0.04597701149425287,0.0006435198727132664,0.8291775213993301,0,1
58,9.0,6.3,706.0,1.0,19.0,3472.02,92.35318275154005,Amjevita,Injection,"September 23, 2016",Parenteral,0,0.5,0.5842696629213484,0.7122448979591838,0.20689655172413796,0.005656662245483369,0.34685522887979164,3,3
59,1.0,8.22,21.19999999999999,1.0,1.0,48090.21,231.52361396303903,Ammonul,Injection,"February 17, 2005",Parenteral,0,0.0,0.8000000000000002,0.013469387755102029,0.0,0.07847422190538643,0.8723483438779308,0,1
60,1.0,5.68,87.19999999999999,1.0,12.0,597.0699999999997,235.26899383983573,Amphadase,Injection,"October 26, 2004",Parenteral,0,0.0,0.5146067415730338,0.08081632653061224,0.12643678160919541,0.0009647004437106318,0.8864905098622999,0,1
61,1.0,8.0,77.0,1.0,5.0,4492.02,172.38603696098562,Ampyra,Extended Release Tablets  - formerly Fampridine-SR,"January 22, 2010",Parenteral,0,0.0,0.7752808988764046,0.07040816326530613,0.04597701149425287,0.007321317643945322,0.6490509862299962,2,1
62,1.0,7.46,144.79999999999998,1.0,7.0,1058.29,3.581108829568791,Amtagvi,Suspension for Intravenous Infusion,"February 16, 2024",Parenteral,0,0.0,0.7146067415730338,0.13959183673469389,0.06896551724137931,0.0017174184465328106,0.011661084232725459,1,0
63,1.0,7.24,229.2,0.0,9.0,1058.29,161.44558521560575,Amturnide,Tablets,"December 21, 2010",Oral,0,0.0,0.6898876404494383,0.2257142857142857,0.09195402298850575,0.0017174184465328106,0.6077409750651284,2,3
64,1.0,7.04,173.39999999999998,1.0,7.0,125686.1,23.720739219712527,Amvuttra,Injection,"June 13, 2022",Parenteral,0,0.0,0.6674157303370788,0.1687755102040816,0.06896551724137931,0.2051118858141706,0.08770623992060537,1,0
65,1.0,6.88,26.600000000000023,1.0,6.0,1058.29,145.93839835728951,Amyvid,Injection,"April 6, 2012",Parenteral,0,0.0,0.6494382022471911,0.01897959183673472,0.05747126436781609,0.0017174184465328106,0.5491874457263366,2,3
66,1.0,6.9,75.00000000000001,1.0,22.0,5533.64,154.05338809034907,Anascorp,,"August 3, 2011",Other,0,0.0,0.6516853932584271,0.06836734693877553,0.24137931034482762,0.009021257208794283,0.5798288053591365,2,3
67,1.0,8.2,49.0,1.0,6.0,597.6199999999999,224.1971252566735,Angeliq,Tablets,"September 28, 2005",Oral,0,0.0,0.7977528089887641,0.04183673469387755,0.05747126436781609,0.0009655980520137243,0.8446842823471032,0,1
68,1.0,7.46,144.79999999999998,1.0,8.0,1058.29,1.4127310061601577,Anktiva,- formerly N-803,"April 22, 2024",Parenteral,,0.0,0.7146067415730338,0.13959183673469389,0.08045977011494253,0.0017174184465328106,0.0034735144523011614,1,0
69,1.0,6.2,96.0,1.0,13.0,2436.96,69.81519507186857,Annovera,Vaginal System,"August 10, 2018",Vaginal,0,0.0,0.5730337078651686,0.08979591836734695,0.13793103448275862,0.003967428699667654,0.2617541247984121,4,0
70,1.0,7.1,62.0,1.0,15.0,129.65999999999985,125.53593429158111,Anoro Ellipta,,"December 18, 2013",Other,0,0.0,0.6741573033707866,0.05510204081632654,0.16091954022988508,0.00020188026744092478,0.47214985733779935,2,3
71,1.0,7.859999999999999,50.999999999999986,0.0,1.0,1058.29,149.91375770020534,Anturol,Gel,"December 7, 2011",Topical,0,0.0,0.7595505617977528,0.043877551020408155,0.0,0.0017174184465328106,0.5641979903237812,2,3
72,1.0,5.48,65.60000000000001,1.0,17.0,39.0,75.33470225872689,Apadaz,Tablets  - formerly KP201,"February 23, 2018",Parenteral,1,0.0,0.49213483146067427,0.058775510204081644,0.1839080459770115,5.392177878939495e-05,0.28259521151221934,4,0
73,1.0,7.3,35.800000000000026,1.0,33.0,6222.2,8.870636550308006,Aphexda,Lyophilized Powder for Injection,"September 8, 2023",Parenteral,0,0.0,0.6966292134831461,0.028367346938775538,0.367816091954023,0.010144997523661893,0.03163379233345736,1,0
74,4.0,7.960000000000001,12.600000000000023,1.0,1.0,99.21000000000004,241.6098562628337,Apidra,Injection,"April 16, 2004",Parenteral,0,0.1875,0.7707865168539328,0.0046938775510204315,0.0,0.00015218540775154617,0.9104329487656618,0,1
75,1.0,7.0,20.0,1.0,8.0,2139.55,193.37987679671457,Aplenzin,Extended-Release Tablets  - formerly BVF-033,"April 23, 2008",Parenteral,0,0.0,0.6629213483146068,0.012244897959183675,0.08045977011494253,0.0034820510898082727,0.7283215481950129,0,1
76,1.0,5.9399999999999995,84.59999999999998,1.0,1.0,7792.82,241.47843942505133,Apokyn,Injection,"April 20, 2004",Parenteral,0,0.0,0.5438202247191012,0.07816326530612244,0.0,0.012708273074575924,0.9099367324153331,0,1
77,1.0,6.9,60.2,1.0,1.0,4083.5700000000006,29.470225872689937,Apretude,Extended-Release Injectable Suspension,"December 20, 2021",Parenteral,0,0.0,0.6516853932584271,0.05326530612244899,0.0,0.006654721077767102,0.10941570524748788,1,0
78,1.0,6.6,29.0,1.0,1.0,546.8500000000004,187.10472279260782,Apriso,Extended-Release Capsules,"October 31, 2008",Oral,0,0.0,0.6179775280898877,0.02142857142857143,0.0,0.0008827406455628297,0.7046272174668156,0,1
79,2.0,6.7,39.0,1.0,14.0,1347.6500000000005,126.85010266940452,Aptiom,Tablets  - formerly Stedesa,"November 8, 2013",Parenteral,0,0.0625,0.6292134831460675,0.031632653061224494,0.14942528735632182,0.0021896583348651162,0.4771120208410868,2,3
80,1.0,6.52,81.00000000000001,1.0,22.0,2173.0099999999998,227.41683778234085,Aptivus,Capsules,"June 22, 2005",Oral,0,0.0,0.6089887640449438,0.07448979591836737,0.24137931034482762,0.0035366583149382103,0.8568415829301574,0,1
81,1.0,6.0200000000000005,120.80000000000001,1.0,11.0,256.96000000000004,69.88090349075975,Arakoda,Tablets,"August 8, 2018",Oral,0,0.0,0.552808988764045,0.11510204081632655,0.1149425287356322,0.0004096357892293629,0.2620022329735765,4,0
82,1.0,7.36,108.6,1.0,13.0,23810.3,195.21971252566735,Arcalyst,Injection  - formerly Interleukin-1 Trap,"February 27, 2008",Parenteral,0,0.0,0.703370786516854,0.1026530612244898,0.13793103448275862,0.03884904224296452,0.7352685770996154,0,1
83,1.0,7.46,211.8,0.0,15.0,277.60000000000036,155.13757700205338,Arcapta,Neohaler  - formerly QAB149,"July 1, 2011",Inhalation,0,0.0,0.7146067415730338,0.20795918367346944,0.16091954022988508,0.00044332058082177,0.5839225902493487,2,3
84,1.0,7.6,135.6,1.0,1.0,2957.9,13.07597535934292,Arexvy,Suspension for Intramuscular Injection,"May 3, 2023",Parenteral,0,0.0,0.7303370786516855,0.13020408163265307,0.0,0.004817610644054683,0.04751271554397717,1,0
85,1.0,5.92,42.0,1.0,1.0,141.1199999999999,163.97535934291582,Aridol,Inhalation Powder,"October 5, 2010",Inhalation,0,0.0,0.5415730337078652,0.03469387755102041,0.0,0.00022058316044717383,0.6172931398089567,2,3
86,1.0,6.359999999999999,68.8,1.0,15.0,16129.36,68.20533880903491,Arikayce,Inhalation Suspension,"September 28, 2018",Inhalation,0,0.0,0.5910112359550562,0.06204081632653062,0.16091954022988508,0.026313632207413187,0.25567547450688505,4,0
87,1.0,4.0,16.0,1.0,2.0,1636.0299999999997,103.9835728952772,Aristada,Injection,"October 5, 2015",Parenteral,0,0.0,0.3258426966292135,0.00816326530612245,0.011494252873563218,0.0026602988484028187,0.3907703758838854,4,3
88,3.0,6.0,14.0,1.0,1.0,229.03999999999996,117.48665297741273,Arnuity Ellipta,Inhalation Powder,"August 20, 2014",Inhalation,0,0.125,0.550561797752809,0.006122448979591837,0.0,0.00036406992773420815,0.4417566058801638,4,3
89,2.0,6.9399999999999995,60.2,1.0,78.0,860.5,223.21149897330596,Arranon,Injection,"October 28, 2005",Parenteral,0,0.0625,0.6561797752808989,0.05326530612244899,0.8850574712643678,0.0013946221805898797,0.8409626597196378,0,2
90,2.0,6.44,81.4,1.0,1.0,922.1000000000004,194.52977412731005,Artiss,,"March 19, 2008",Other,0,0.0625,0.6000000000000001,0.07489795918367348,0.0,0.0014951543105362099,0.7326634412603895,0,1
91,1.0,8.16,32.0,1.0,36.0,1590.63,175.2772073921971,Arzerra,Injection,"October 26, 2009",Parenteral,0,0.0,0.7932584269662922,0.02448979591836735,0.40229885057471265,0.0025862053630202973,0.6599677459372286,2,1
92,1.0,6.88,213.0,1.0,4.0,113.22000000000025,170.18480492813143,Asclera,Injection,"March 30, 2010",Parenteral,0,0.0,0.6494382022471911,0.20918367346938777,0.034482758620689655,0.00017504993925395042,0.6407393623619898,2,3
93,1.0,6.5,23.0,1.0,1.0,1058.29,230.17659137577002,Asmanex,Inhalation Powder,"March 30, 2005",Inhalation,0,0.0,0.6067415730337079,0.015306122448979595,0.0,0.0017174184465328106,0.8672621262870611,0,1
94,1.0,6.86,215.39999999999998,1.0,2.0,290.1899999999996,163.87679671457906,Atelvia,Delayed-Release Tablets,"October 8, 2010",Oral,0,0.0,0.6471910112359551,0.21163265306122447,0.011494252873563218,0.00046386765088709815,0.6169209775462101,2,3
95,1.0,8.2,37.999999999999986,1.0,1.0,601.7200000000003,202.31622176591375,Atralin,Gel,"July 26, 2007",Topical,0,0.0,0.7977528089887641,0.03061224489795917,0.0,0.0009722893139095034,0.7620642600173675,0,1
96,1.0,9.1,104.0,1.0,22.0,614.8900000000003,214.76796714579052,Atripla,Tablets,"July 12, 2006",Oral,0,0.0,0.8988764044943822,0.0979591836734694,0.24137931034482762,0.000993782952730821,0.8090807592110159,0,1
97,1.0,7.24,52.999999999999986,1.0,1.0,1058.29,183.88501026694044,ATryn,,"February 6, 2009",Other,0,0.0,0.6898876404494383,0.045918367346938764,0.0,0.0017174184465328106,0.6924699168837612,2,1
98,1.0,5.4,86.0,1.0,25.0,9850.59,140.71457905544148,Aubagio,Tablets,"September 12, 2012",Oral,0,0.0,0.4831460674157304,0.07959183673469389,0.27586206896551724,0.01606658477976519,0.5294628458007691,2,3
99,1.0,7.24,136.79999999999998,1.0,8.0,7643.75,6.636550308008211,Augtyro,Capsules,"November 15, 2023",Oral,0,0.0,0.6898876404494383,0.13142857142857145,0.08045977011494253,0.012464988584136,0.023198114377868725,1,0
100,1.0,8.06,19.599999999999994,1.0,16.0,1058.29,3.679671457905542,Aurlumyn,Injection,"February 13, 2024",Parenteral,0,0.0,0.7820224719101125,0.011836734693877547,0.1724137931034483,0.0017174184465328106,0.012033246495472,1,0
101,2.0,6.2,11.0,1.0,34.0,5149.19,86.04517453798768,Austedo,Tablets  - formerly SD-809,"April 3, 2017",Parenteral,0,0.0625,0.5730337078651686,0.0030612244897959186,0.3793103448275862,0.008393829004932813,0.3230368440640119,4,2
102,1.0,8.3,97.0,1.0,1.0,594.3800000000001,21.552361396303894,Auvelity,Extended-Release Tablets  - formerly AXS-05,"August 18, 2022",Parenteral,0,0.0,0.808988764044944,0.09081632653061225,0.0,0.0009603103231009631,0.07951867014018107,1,0
103,2.0,7.06,44.60000000000001,0.0,1.0,664.3800000000001,141.79876796714578,Auvi-Q,Injection,"August 10, 2012",Parenteral,0,0.0625,0.6696629213483146,0.037346938775510215,0.0,0.0010745513798581562,0.5335566306909812,2,3
104,9.0,7.7,30.0,1.0,54.0,848.6800000000003,243.25256673511294,Avastin,Injection,"February 26, 2004",Parenteral,0,0.5,0.7415730337078653,0.022448979591836737,0.6091954022988506,0.0013753317621488799,0.9166356531447711,0,1
105,7.0,6.6,9.0,1.0,1.0,536.0,53.946611909650926,Avsola,Injection,"December 6, 2019",Parenteral,0,0.375,0.6179775280898877,0.0010204081632653062,0.0,0.0008650332817654641,0.20183600049621636,1,0
106,7.999999999999999,6.98,430.0,1.0,54.0,1058.29,5.946611909650926,Avzivi,Injection,"December 6, 2023",Parenteral,0,0.43749999999999994,0.660674157303371,0.43061224489795924,0.6091954022988506,0.0017174184465328106,0.02059297853864284,1,2
107,2.0,7.6,95.0,0.0,3.0,607.1999999999998,162.36550308008214,Axiron,Topical Solution,"November 23, 2010",Topical,1,0.0625,0.7303370786516855,0.08877551020408164,0.022988505747126436,0.0009812327566384943,0.6112144895174296,2,3
108,2.0,6.38,66.8,1.0,23.0,41001.74,52.82956878850103,Ayvakit,Tablets,"January 9, 2020",Oral,0,0.0625,0.5932584269662922,0.06,0.25287356321839083,0.06690573185407701,0.19761816151842201,1,0
109,2.0,6.4,160.4,1.0,1.0,280.5,205.27310061601645,AzaSite,Ophthalmic Solution,"April 27, 2007",Ophthalmic,0,0.0625,0.5955056179775282,0.15551020408163269,0.0,0.00044805342460171025,0.7732291278997644,0,1
110,1.0,8.5,59.0,1.0,2.0,326.65999999999985,200.27926078028747,Azor,Tablets  - formerly amlodipine and olmesartan,"September 26, 2007",Parenteral,0,0.0,0.8314606741573035,0.05204081632653062,0.011494252873563218,0.000523387241457596,0.7543729065872721,0,1
111,1.0,7.4,32.0,1.0,30.0,1478.71,39.096509240246405,Azstarys,Capsules,"March 2, 2021",Oral,1,0.0,0.707865168539326,0.02448979591836735,0.33333333333333337,0.002403550233416511,0.14576355290906834,1,0
112,1.0,7.62,30.799999999999983,1.0,28.0,12.819999999999709,10.48049281314168,Balfaxar,Lyophilized Powder for Injection,"July 21, 2023",Parenteral,0,0.0,0.7325842696629215,0.023265306122448967,0.3103448275862069,1.1195623562204364e-05,0.03771244262498446,1,0
